chr,loc,snpid
Chr1,283422772,Chr1_283422772
Chr1,283422956,Chr1_283422956
Chr1,283423179,Chr1_283423179
Chr1,283423262,Chr1_283423262
Chr1,283423357,Chr1_283423357
Chr1,2810058,Chr1_2810058
Chr1,2810114,Chr1_2810114
Chr1,2810134,Chr1_2810134
Chr1,2810345,Chr1_2810345
Chr1,2810422,Chr1_2810422
Chr1,2810899,Chr1_2810899
Chr1,283562716,Chr1_283562716
Chr1,2810977,Chr1_2810977
Chr1,283563528,Chr1_283563528
Chr1,283563539,Chr1_283563539
Chr1,283563585,Chr1_283563585
Chr1,283563620,Chr1_283563620
Chr1,283563681,Chr1_283563681
Chr1,283564753,Chr1_283564753
Chr1,283565155,Chr1_283565155
Chr1,283565290,Chr1_283565290
Chr1,283566319,Chr1_283566319
Chr1,283566940,Chr1_283566940
Chr1,283567515,Chr1_283567515
Chr1,283567699,Chr1_283567699
Chr1,283568127,Chr1_283568127
Chr1,283568374,Chr1_283568374
Chr1,283570437,Chr1_283570437
Chr1,283604853,Chr1_283604853
Chr1,283604868,Chr1_283604868
Chr1,2811783,Chr1_2811783
Chr1,2811849,Chr1_2811849
Chr1,283651511,Chr1_283651511
Chr1,283651706,Chr1_283651706
Chr1,283652265,Chr1_283652265
Chr1,283652414,Chr1_283652414
Chr1,283652679,Chr1_283652679
Chr1,283652737,Chr1_283652737
Chr1,283652976,Chr1_283652976
Chr1,28052675,Chr1_28052675
Chr1,283716080,Chr1_283716080
Chr1,283714664,Chr1_283714664
Chr1,283714581,Chr1_283714581
Chr1,283713894,Chr1_283713894
Chr1,283713632,Chr1_283713632
Chr1,283713211,Chr1_283713211
Chr1,283712799,Chr1_283712799
Chr1,283712760,Chr1_283712760
Chr1,283712647,Chr1_283712647
Chr1,28058971,Chr1_28058971
Chr1,28059557,Chr1_28059557
Chr1,283895462,Chr1_283895462
Chr1,283895470,Chr1_283895470
Chr1,283966831,Chr1_283966831
Chr1,28086318,Chr1_28086318
Chr1,28086366,Chr1_28086366
Chr1,28086437,Chr1_28086437
Chr1,28086470,Chr1_28086470
Chr1,28086505,Chr1_28086505
Chr1,28086563,Chr1_28086563
Chr1,284052253,Chr1_284052253
Chr1,284052315,Chr1_284052315
Chr1,284052333,Chr1_284052333
Chr1,284052334,Chr1_284052334
Chr1,284052548,Chr1_284052548
Chr1,284052608,Chr1_284052608
Chr1,284068498,Chr1_284068498
Chr1,284127354,Chr1_284127354
Chr1,284127534,Chr1_284127534
Chr1,284127707,Chr1_284127707
Chr1,284128062,Chr1_284128062
Chr1,284128235,Chr1_284128235
Chr1,284128509,Chr1_284128509
Chr1,284128580,Chr1_284128580
Chr1,284128589,Chr1_284128589
Chr1,284128641,Chr1_284128641
Chr1,284129003,Chr1_284129003
Chr1,284129094,Chr1_284129094
Chr1,284129134,Chr1_284129134
Chr1,28100784,Chr1_28100784
Chr1,284169461,Chr1_284169461
Chr1,284169505,Chr1_284169505
Chr1,284169559,Chr1_284169559
Chr1,284169796,Chr1_284169796
Chr1,284172546,Chr1_284172546
Chr1,284172791,Chr1_284172791
Chr1,284173347,Chr1_284173347
Chr1,284173395,Chr1_284173395
Chr1,284174921,Chr1_284174921
Chr1,284174922,Chr1_284174922
Chr1,284174975,Chr1_284174975
Chr1,284175165,Chr1_284175165
Chr1,284175196,Chr1_284175196
Chr1,284175208,Chr1_284175208
Chr1,284176471,Chr1_284176471
Chr1,284176475,Chr1_284176475
Chr1,284176633,Chr1_284176633
Chr1,284176704,Chr1_284176704
Chr1,284176802,Chr1_284176802
Chr1,284176850,Chr1_284176850
Chr1,284176883,Chr1_284176883
Chr1,28107215,Chr1_28107215
Chr1,28108198,Chr1_28108198
Chr1,28108553,Chr1_28108553
Chr1,28108721,Chr1_28108721
Chr1,28108774,Chr1_28108774
Chr1,28108901,Chr1_28108901
Chr1,28109150,Chr1_28109150
Chr1,28109226,Chr1_28109226
Chr1,28109368,Chr1_28109368
Chr1,28109473,Chr1_28109473
Chr1,284242814,Chr1_284242814
Chr1,284242919,Chr1_284242919
Chr1,284243252,Chr1_284243252
Chr1,284243664,Chr1_284243664
Chr1,284243838,Chr1_284243838
Chr1,284541956,Chr1_284541956
Chr1,284542890,Chr1_284542890
Chr1,284543749,Chr1_284543749
Chr1,284543806,Chr1_284543806
Chr1,284543829,Chr1_284543829
Chr1,284545721,Chr1_284545721
Chr1,284546411,Chr1_284546411
Chr1,2820179,Chr1_2820179
Chr1,2820323,Chr1_2820323
Chr1,2820407,Chr1_2820407
Chr1,284602597,Chr1_284602597
Chr1,284602686,Chr1_284602686
Chr1,284602914,Chr1_284602914
Chr1,284602990,Chr1_284602990
Chr1,284603025,Chr1_284603025
Chr1,2821458,Chr1_2821458
Chr1,284693148,Chr1_284693148
Chr1,284693240,Chr1_284693240
Chr1,284693268,Chr1_284693268
Chr1,284693645,Chr1_284693645
Chr1,284694565,Chr1_284694565
Chr1,284702646,Chr1_284702646
Chr1,284703433,Chr1_284703433
Chr1,284703538,Chr1_284703538
Chr1,2822376,Chr1_2822376
Chr1,284854721,Chr1_284854721
Chr1,284866243,Chr1_284866243
Chr1,284866256,Chr1_284866256
Chr1,284866260,Chr1_284866260
Chr1,284867662,Chr1_284867662
Chr1,284867692,Chr1_284867692
Chr1,284867697,Chr1_284867697
Chr1,284868106,Chr1_284868106
Chr1,284868703,Chr1_284868703
Chr1,284868851,Chr1_284868851
Chr1,284868881,Chr1_284868881
Chr1,28169310,Chr1_28169310
Chr1,28169312,Chr1_28169312
Chr1,28169366,Chr1_28169366
Chr1,28169642,Chr1_28169642
Chr1,28170708,Chr1_28170708
Chr1,285008411,Chr1_285008411
Chr1,285008559,Chr1_285008559
Chr1,285009177,Chr1_285009177
Chr1,285023799,Chr1_285023799
Chr1,285024645,Chr1_285024645
Chr1,285025004,Chr1_285025004
Chr1,2825368,Chr1_2825368
Chr1,2825422,Chr1_2825422
Chr1,2826260,Chr1_2826260
Chr1,2826479,Chr1_2826479
Chr1,2826554,Chr1_2826554
Chr1,285204767,Chr1_285204767
Chr1,285204823,Chr1_285204823
Chr1,2827085,Chr1_2827085
Chr1,2827247,Chr1_2827247
Chr1,2827325,Chr1_2827325
Chr1,2827418,Chr1_2827418
Chr1,285313742,Chr1_285313742
Chr1,285313923,Chr1_285313923
Chr1,285323518,Chr1_285323518
Chr1,285324731,Chr1_285324731
Chr1,285325251,Chr1_285325251
Chr1,285325347,Chr1_285325347
Chr1,285325674,Chr1_285325674
Chr1,285325765,Chr1_285325765
Chr1,285335999,Chr1_285335999
Chr1,285336018,Chr1_285336018
Chr1,2828379,Chr1_2828379
Chr1,285591322,Chr1_285591322
Chr1,285630221,Chr1_285630221
Chr1,285631237,Chr1_285631237
Chr1,285649906,Chr1_285649906
Chr1,285650112,Chr1_285650112
Chr1,285651575,Chr1_285651575
Chr1,285651735,Chr1_285651735
Chr1,285707502,Chr1_285707502
Chr1,285707728,Chr1_285707728
Chr1,285789027,Chr1_285789027
Chr1,285789413,Chr1_285789413
Chr1,285790492,Chr1_285790492
Chr1,285791168,Chr1_285791168
Chr1,285791185,Chr1_285791185
Chr1,285791677,Chr1_285791677
Chr1,28226133,Chr1_28226133
Chr1,285811386,Chr1_285811386
Chr1,285811393,Chr1_285811393
Chr1,285811696,Chr1_285811696
Chr1,285811831,Chr1_285811831
Chr1,285817827,Chr1_285817827
Chr1,285934890,Chr1_285934890
Chr1,285935053,Chr1_285935053
Chr1,285938226,Chr1_285938226
Chr1,285938244,Chr1_285938244
Chr1,285938246,Chr1_285938246
Chr1,286078271,Chr1_286078271
Chr1,286079813,Chr1_286079813
Chr1,286079877,Chr1_286079877
Chr1,286079934,Chr1_286079934
Chr1,286080030,Chr1_286080030
Chr1,286080282,Chr1_286080282
Chr1,286080287,Chr1_286080287
Chr1,286080985,Chr1_286080985
Chr1,286081321,Chr1_286081321
Chr1,286083114,Chr1_286083114
Chr1,286083515,Chr1_286083515
Chr1,286167637,Chr1_286167637
Chr1,286170579,Chr1_286170579
Chr1,286171444,Chr1_286171444
Chr1,286171639,Chr1_286171639
Chr1,286171657,Chr1_286171657
Chr1,286172062,Chr1_286172062
Chr1,286172383,Chr1_286172383
Chr1,286172500,Chr1_286172500
Chr1,286172937,Chr1_286172937
Chr1,286172948,Chr1_286172948
Chr1,286172950,Chr1_286172950
Chr1,286172956,Chr1_286172956
Chr1,286172977,Chr1_286172977
Chr1,286173923,Chr1_286173923
Chr1,286174294,Chr1_286174294
Chr1,286208999,Chr1_286208999
Chr1,286209220,Chr1_286209220
Chr1,286209253,Chr1_286209253
Chr1,286209310,Chr1_286209310
Chr1,286209337,Chr1_286209337
Chr1,286210511,Chr1_286210511
Chr1,286210752,Chr1_286210752
Chr1,286210832,Chr1_286210832
Chr1,286265049,Chr1_286265049
Chr1,286265221,Chr1_286265221
Chr1,286265273,Chr1_286265273
Chr1,286265321,Chr1_286265321
Chr1,286265360,Chr1_286265360
Chr1,286265525,Chr1_286265525
Chr1,286265537,Chr1_286265537
Chr1,286265687,Chr1_286265687
Chr1,286266814,Chr1_286266814
Chr1,286266984,Chr1_286266984
Chr1,286267028,Chr1_286267028
Chr1,286267029,Chr1_286267029
Chr1,286267088,Chr1_286267088
Chr1,286267090,Chr1_286267090
Chr1,286267207,Chr1_286267207
Chr1,286267284,Chr1_286267284
Chr1,286267365,Chr1_286267365
Chr1,286267503,Chr1_286267503
Chr1,286267696,Chr1_286267696
Chr1,286267735,Chr1_286267735
Chr1,286308125,Chr1_286308125
Chr1,286308149,Chr1_286308149
Chr1,286308264,Chr1_286308264
Chr1,286308381,Chr1_286308381
Chr1,286309120,Chr1_286309120
Chr1,286309126,Chr1_286309126
Chr1,286309568,Chr1_286309568
Chr1,286310150,Chr1_286310150
Chr1,286310450,Chr1_286310450
Chr1,286310464,Chr1_286310464
Chr1,286310543,Chr1_286310543
Chr1,286310754,Chr1_286310754
Chr1,286310757,Chr1_286310757
Chr1,286412041,Chr1_286412041
Chr1,286412068,Chr1_286412068
Chr1,286412155,Chr1_286412155
Chr1,286412219,Chr1_286412219
Chr1,286412854,Chr1_286412854
Chr1,286412996,Chr1_286412996
Chr1,286738630,Chr1_286738630
Chr1,286738743,Chr1_286738743
Chr1,286738763,Chr1_286738763
Chr1,286739028,Chr1_286739028
Chr1,286739135,Chr1_286739135
Chr1,286740707,Chr1_286740707
Chr1,286740751,Chr1_286740751
Chr1,286741092,Chr1_286741092
Chr1,286741107,Chr1_286741107
Chr1,286741128,Chr1_286741128
Chr1,286741179,Chr1_286741179
Chr1,286741260,Chr1_286741260
Chr1,286741457,Chr1_286741457
Chr1,286741516,Chr1_286741516
Chr1,286741645,Chr1_286741645
Chr1,286741762,Chr1_286741762
Chr1,286742091,Chr1_286742091
Chr1,286979257,Chr1_286979257
Chr1,286979347,Chr1_286979347
Chr1,286979479,Chr1_286979479
Chr1,286979542,Chr1_286979542
Chr1,286979605,Chr1_286979605
Chr1,286979911,Chr1_286979911
Chr1,286980064,Chr1_286980064
Chr1,286980295,Chr1_286980295
Chr1,286980316,Chr1_286980316
Chr1,286980427,Chr1_286980427
Chr1,286980451,Chr1_286980451
Chr1,286980508,Chr1_286980508
Chr1,286980562,Chr1_286980562
Chr1,286980607,Chr1_286980607
Chr1,286980609,Chr1_286980609
Chr1,286980658,Chr1_286980658
Chr1,286980673,Chr1_286980673
Chr1,286980848,Chr1_286980848
Chr1,286980857,Chr1_286980857
Chr1,286980984,Chr1_286980984
Chr1,286980985,Chr1_286980985
Chr1,286998123,Chr1_286998123
Chr1,287000462,Chr1_287000462
Chr1,287000477,Chr1_287000477
Chr1,287000479,Chr1_287000479
Chr1,287000589,Chr1_287000589
Chr1,287023248,Chr1_287023248
Chr1,287023250,Chr1_287023250
Chr1,287023319,Chr1_287023319
Chr1,287023807,Chr1_287023807
Chr1,287024488,Chr1_287024488
Chr1,287024838,Chr1_287024838
Chr1,287065016,Chr1_287065016
Chr1,287065079,Chr1_287065079
Chr1,287065134,Chr1_287065134
Chr1,287065957,Chr1_287065957
Chr1,287066207,Chr1_287066207
Chr1,28394018,Chr1_28394018
Chr1,28402024,Chr1_28402024
Chr1,28404942,Chr1_28404942
Chr1,287353985,Chr1_287353985
Chr1,287535849,Chr1_287535849
Chr1,287536194,Chr1_287536194
Chr1,287536196,Chr1_287536196
Chr1,287536382,Chr1_287536382
Chr1,287536442,Chr1_287536442
Chr1,287536511,Chr1_287536511
Chr1,287536520,Chr1_287536520
Chr1,287536566,Chr1_287536566
Chr1,287589142,Chr1_287589142
Chr1,287589284,Chr1_287589284
Chr1,287589851,Chr1_287589851
Chr1,287592195,Chr1_287592195
Chr1,287595970,Chr1_287595970
Chr1,287596012,Chr1_287596012
Chr1,287596070,Chr1_287596070
Chr1,287596305,Chr1_287596305
Chr1,287596307,Chr1_287596307
Chr1,287597192,Chr1_287597192
Chr1,287597532,Chr1_287597532
Chr1,287654046,Chr1_287654046
Chr1,287654092,Chr1_287654092
Chr1,287654778,Chr1_287654778
Chr1,287655243,Chr1_287655243
Chr1,287655585,Chr1_287655585
Chr1,287655900,Chr1_287655900
Chr1,287656117,Chr1_287656117
Chr1,287656464,Chr1_287656464
Chr1,287656599,Chr1_287656599
Chr1,287657371,Chr1_287657371
Chr1,287657605,Chr1_287657605
Chr1,287657738,Chr1_287657738
Chr1,287657935,Chr1_287657935
Chr1,287658082,Chr1_287658082
Chr1,287663902,Chr1_287663902
Chr1,287664080,Chr1_287664080
Chr1,287664129,Chr1_287664129
Chr1,287664379,Chr1_287664379
Chr1,287664403,Chr1_287664403
Chr1,287664824,Chr1_287664824
Chr1,287665088,Chr1_287665088
Chr1,287665101,Chr1_287665101
Chr1,287665217,Chr1_287665217
Chr1,287665384,Chr1_287665384
Chr1,287665550,Chr1_287665550
Chr1,287665600,Chr1_287665600
Chr1,287666090,Chr1_287666090
Chr1,287666180,Chr1_287666180
Chr1,287666393,Chr1_287666393
Chr1,287667208,Chr1_287667208
Chr1,287667249,Chr1_287667249
Chr1,287667351,Chr1_287667351
Chr1,287667355,Chr1_287667355
Chr1,287667358,Chr1_287667358
Chr1,287675837,Chr1_287675837
Chr1,287675914,Chr1_287675914
Chr1,287677335,Chr1_287677335
Chr1,287678794,Chr1_287678794
Chr1,287796439,Chr1_287796439
Chr1,287796515,Chr1_287796515
Chr1,287796825,Chr1_287796825
Chr1,287813050,Chr1_287813050
Chr1,287813240,Chr1_287813240
Chr1,287813297,Chr1_287813297
Chr1,287813535,Chr1_287813535
Chr1,287813551,Chr1_287813551
Chr1,287871153,Chr1_287871153
Chr1,287871238,Chr1_287871238
Chr1,287871416,Chr1_287871416
Chr1,287871422,Chr1_287871422
Chr1,287871458,Chr1_287871458
Chr1,287871689,Chr1_287871689
Chr1,287872548,Chr1_287872548
Chr1,287872561,Chr1_287872561
Chr1,287872573,Chr1_287872573
Chr1,287872797,Chr1_287872797
Chr1,287873545,Chr1_287873545
Chr1,287873674,Chr1_287873674
Chr1,287873683,Chr1_287873683
Chr1,287873710,Chr1_287873710
Chr1,287873778,Chr1_287873778
Chr1,287874036,Chr1_287874036
Chr1,287877528,Chr1_287877528
Chr1,287877564,Chr1_287877564
Chr1,287877567,Chr1_287877567
Chr1,287877819,Chr1_287877819
Chr1,287877865,Chr1_287877865
Chr1,287916762,Chr1_287916762
Chr1,287916989,Chr1_287916989
Chr1,287917064,Chr1_287917064
Chr1,287917132,Chr1_287917132
Chr1,287917169,Chr1_287917169
Chr1,287917322,Chr1_287917322
Chr1,287919633,Chr1_287919633
Chr1,287919921,Chr1_287919921
Chr1,287920594,Chr1_287920594
Chr1,287920920,Chr1_287920920
Chr1,287921009,Chr1_287921009
Chr1,287921726,Chr1_287921726
Chr1,287921970,Chr1_287921970
Chr1,287922020,Chr1_287922020
Chr1,287922087,Chr1_287922087
Chr1,287922089,Chr1_287922089
Chr1,287922121,Chr1_287922121
Chr1,287922424,Chr1_287922424
Chr1,287924035,Chr1_287924035
Chr1,287924551,Chr1_287924551
Chr1,287924569,Chr1_287924569
Chr1,287924870,Chr1_287924870
Chr1,287924894,Chr1_287924894
Chr1,287924963,Chr1_287924963
Chr1,287925166,Chr1_287925166
Chr1,288000822,Chr1_288000822
Chr1,288022040,Chr1_288022040
Chr1,288022304,Chr1_288022304
Chr1,288022734,Chr1_288022734
Chr1,288022941,Chr1_288022941
Chr1,288027065,Chr1_288027065
Chr1,288027728,Chr1_288027728
Chr1,288027745,Chr1_288027745
Chr1,288027811,Chr1_288027811
Chr1,288031419,Chr1_288031419
Chr1,288031791,Chr1_288031791
Chr1,288032720,Chr1_288032720
Chr1,28484623,Chr1_28484623
Chr1,288176365,Chr1_288176365
Chr1,288176407,Chr1_288176407
Chr1,288176624,Chr1_288176624
Chr1,288176773,Chr1_288176773
Chr1,288176804,Chr1_288176804
Chr1,288177001,Chr1_288177001
Chr1,288177134,Chr1_288177134
Chr1,288177175,Chr1_288177175
Chr1,288177309,Chr1_288177309
Chr1,288177667,Chr1_288177667
Chr1,288177670,Chr1_288177670
Chr1,288177755,Chr1_288177755
Chr1,288177775,Chr1_288177775
Chr1,288177790,Chr1_288177790
Chr1,288178031,Chr1_288178031
Chr1,288178433,Chr1_288178433
Chr1,288178574,Chr1_288178574
Chr1,288178805,Chr1_288178805
Chr1,288178996,Chr1_288178996
Chr1,288179187,Chr1_288179187
Chr1,288179310,Chr1_288179310
Chr1,288179513,Chr1_288179513
Chr1,288179600,Chr1_288179600
Chr1,288179672,Chr1_288179672
Chr1,288289175,Chr1_288289175
Chr1,288355572,Chr1_288355572
Chr1,288355755,Chr1_288355755
Chr1,288356281,Chr1_288356281
Chr1,288356290,Chr1_288356290
Chr1,288357730,Chr1_288357730
Chr1,288410797,Chr1_288410797
Chr1,288410808,Chr1_288410808
Chr1,288410890,Chr1_288410890
Chr1,288411223,Chr1_288411223
Chr1,288411283,Chr1_288411283
Chr1,288421335,Chr1_288421335
Chr1,288421373,Chr1_288421373
Chr1,288421855,Chr1_288421855
Chr1,288421932,Chr1_288421932
Chr1,288422694,Chr1_288422694
Chr1,288424557,Chr1_288424557
Chr1,288425824,Chr1_288425824
Chr1,288426369,Chr1_288426369
Chr1,288426402,Chr1_288426402
Chr1,288457272,Chr1_288457272
Chr1,288457363,Chr1_288457363
Chr1,288457594,Chr1_288457594
Chr1,288458362,Chr1_288458362
Chr1,288458498,Chr1_288458498
Chr1,288458500,Chr1_288458500
Chr1,288721602,Chr1_288721602
Chr1,288721741,Chr1_288721741
Chr1,288721919,Chr1_288721919
Chr1,288722257,Chr1_288722257
Chr1,288722864,Chr1_288722864
Chr1,288723866,Chr1_288723866
Chr1,288724714,Chr1_288724714
Chr1,288724790,Chr1_288724790
Chr1,288724858,Chr1_288724858
Chr1,288724879,Chr1_288724879
Chr1,288725140,Chr1_288725140
Chr1,288833336,Chr1_288833336
Chr1,288833102,Chr1_288833102
Chr1,288832946,Chr1_288832946
Chr1,288965281,Chr1_288965281
Chr1,288965306,Chr1_288965306
Chr1,288965448,Chr1_288965448
Chr1,288967500,Chr1_288967500
Chr1,288968822,Chr1_288968822
Chr1,288969155,Chr1_288969155
Chr1,289011700,Chr1_289011700
Chr1,289011716,Chr1_289011716
Chr1,289012883,Chr1_289012883
Chr1,289012896,Chr1_289012896
Chr1,289012976,Chr1_289012976
Chr1,289104295,Chr1_289104295
Chr1,289178949,Chr1_289178949
Chr1,289179513,Chr1_289179513
Chr1,289182073,Chr1_289182073
Chr1,289182210,Chr1_289182210
Chr1,2934300,Chr1_2934300
Chr1,28609553,Chr1_28609553
Chr1,2934457,Chr1_2934457
Chr1,2934853,Chr1_2934853
Chr1,2934937,Chr1_2934937
Chr1,28638770,Chr1_28638770
Chr1,28639890,Chr1_28639890
Chr1,28639988,Chr1_28639988
Chr1,28640644,Chr1_28640644
Chr1,28640748,Chr1_28640748
Chr1,28640949,Chr1_28640949
Chr1,28641005,Chr1_28641005
Chr1,28641276,Chr1_28641276
Chr1,28642207,Chr1_28642207
Chr1,290197312,Chr1_290197312
Chr1,290197805,Chr1_290197805
Chr1,290197998,Chr1_290197998
Chr1,290198083,Chr1_290198083
Chr1,290204369,Chr1_290204369
Chr1,290204918,Chr1_290204918
Chr1,290204956,Chr1_290204956
Chr1,290205521,Chr1_290205521
Chr1,290205548,Chr1_290205548
Chr1,290207296,Chr1_290207296
Chr1,290212479,Chr1_290212479
Chr1,290212491,Chr1_290212491
Chr1,290246298,Chr1_290246298
Chr1,290247438,Chr1_290247438
Chr1,290247861,Chr1_290247861
Chr1,290247999,Chr1_290247999
Chr1,290260384,Chr1_290260384
Chr1,290260444,Chr1_290260444
Chr1,290260543,Chr1_290260543
Chr1,290260947,Chr1_290260947
Chr1,290261219,Chr1_290261219
Chr1,290262121,Chr1_290262121
Chr1,290263352,Chr1_290263352
Chr1,290264576,Chr1_290264576
Chr1,290264870,Chr1_290264870
Chr1,290267559,Chr1_290267559
Chr1,290267676,Chr1_290267676
Chr1,290267683,Chr1_290267683
Chr1,290268504,Chr1_290268504
Chr1,290268818,Chr1_290268818
Chr1,290268832,Chr1_290268832
Chr1,290268845,Chr1_290268845
Chr1,290268890,Chr1_290268890
Chr1,290269083,Chr1_290269083
Chr1,290269113,Chr1_290269113
Chr1,290269485,Chr1_290269485
Chr1,290269790,Chr1_290269790
Chr1,290270163,Chr1_290270163
Chr1,290270202,Chr1_290270202
Chr1,290272666,Chr1_290272666
Chr1,290272784,Chr1_290272784
Chr1,290272854,Chr1_290272854
Chr1,290273029,Chr1_290273029
Chr1,290273104,Chr1_290273104
Chr1,290273342,Chr1_290273342
Chr1,290273343,Chr1_290273343
Chr1,290273387,Chr1_290273387
Chr1,290273483,Chr1_290273483
Chr1,290273607,Chr1_290273607
Chr1,290274288,Chr1_290274288
Chr1,290274395,Chr1_290274395
Chr1,290274477,Chr1_290274477
Chr1,290274966,Chr1_290274966
Chr1,290274984,Chr1_290274984
Chr1,290275129,Chr1_290275129
Chr1,290275182,Chr1_290275182
Chr1,290275217,Chr1_290275217
Chr1,290275691,Chr1_290275691
Chr1,290275703,Chr1_290275703
Chr1,290275847,Chr1_290275847
Chr1,290280258,Chr1_290280258
Chr1,290280282,Chr1_290280282
Chr1,290280351,Chr1_290280351
Chr1,290282298,Chr1_290282298
Chr1,290282316,Chr1_290282316
Chr1,290282421,Chr1_290282421
Chr1,290282534,Chr1_290282534
Chr1,290344830,Chr1_290344830
Chr1,290344955,Chr1_290344955
Chr1,290345022,Chr1_290345022
Chr1,290345359,Chr1_290345359
Chr1,290345905,Chr1_290345905
Chr1,290346523,Chr1_290346523
Chr1,290350208,Chr1_290350208
Chr1,290352843,Chr1_290352843
Chr1,290352931,Chr1_290352931
Chr1,290354248,Chr1_290354248
Chr1,28715456,Chr1_28715456
Chr1,290363813,Chr1_290363813
Chr1,28715536,Chr1_28715536
Chr1,290364530,Chr1_290364530
Chr1,28718080,Chr1_28718080
Chr1,28718273,Chr1_28718273
Chr1,28718353,Chr1_28718353
Chr1,28722105,Chr1_28722105
Chr1,290438692,Chr1_290438692
Chr1,290438850,Chr1_290438850
Chr1,290439289,Chr1_290439289
Chr1,290471108,Chr1_290471108
Chr1,290471220,Chr1_290471220
Chr1,290471544,Chr1_290471544
Chr1,290471549,Chr1_290471549
Chr1,290471680,Chr1_290471680
Chr1,290471698,Chr1_290471698
Chr1,290661660,Chr1_290661660
Chr1,290661705,Chr1_290661705
Chr1,290661876,Chr1_290661876
Chr1,290661926,Chr1_290661926
Chr1,290662834,Chr1_290662834
Chr1,290662921,Chr1_290662921
Chr1,290662958,Chr1_290662958
Chr1,290668263,Chr1_290668263
Chr1,290668353,Chr1_290668353
Chr1,290669147,Chr1_290669147
Chr1,290673080,Chr1_290673080
Chr1,290673512,Chr1_290673512
Chr1,290677475,Chr1_290677475
Chr1,290914620,Chr1_290914620
Chr1,290914821,Chr1_290914821
Chr1,290916233,Chr1_290916233
Chr1,290917150,Chr1_290917150
Chr1,290917161,Chr1_290917161
Chr1,290917263,Chr1_290917263
Chr1,290947164,Chr1_290947164
Chr1,2959634,Chr1_2959634
Chr1,2959656,Chr1_2959656
Chr1,2959733,Chr1_2959733
Chr1,2959832,Chr1_2959832
Chr1,291055487,Chr1_291055487
Chr1,291057652,Chr1_291057652
Chr1,291057854,Chr1_291057854
Chr1,291057952,Chr1_291057952
Chr1,291057961,Chr1_291057961
Chr1,291058185,Chr1_291058185
Chr1,291058293,Chr1_291058293
Chr1,291065556,Chr1_291065556
Chr1,291068089,Chr1_291068089
Chr1,291068351,Chr1_291068351
Chr1,291068459,Chr1_291068459
Chr1,291096733,Chr1_291096733
Chr1,291097816,Chr1_291097816
Chr1,2960403,Chr1_2960403
Chr1,28789878,Chr1_28789878
Chr1,28789891,Chr1_28789891
Chr1,291100047,Chr1_291100047
Chr1,28790093,Chr1_28790093
Chr1,291102769,Chr1_291102769
Chr1,291105129,Chr1_291105129
Chr1,291105174,Chr1_291105174
Chr1,291105318,Chr1_291105318
Chr1,291105518,Chr1_291105518
Chr1,291107395,Chr1_291107395
Chr1,291107959,Chr1_291107959
Chr1,291108140,Chr1_291108140
Chr1,291108315,Chr1_291108315
Chr1,291108360,Chr1_291108360
Chr1,291108516,Chr1_291108516
Chr1,291111896,Chr1_291111896
Chr1,291112012,Chr1_291112012
Chr1,291112046,Chr1_291112046
Chr1,291112138,Chr1_291112138
Chr1,291112146,Chr1_291112146
Chr1,291113474,Chr1_291113474
Chr1,291114071,Chr1_291114071
Chr1,291114191,Chr1_291114191
Chr1,291114325,Chr1_291114325
Chr1,291114509,Chr1_291114509
Chr1,291114569,Chr1_291114569
Chr1,2960670,Chr1_2960670
Chr1,2961312,Chr1_2961312
Chr1,28799621,Chr1_28799621
Chr1,28799752,Chr1_28799752
Chr1,28799827,Chr1_28799827
Chr1,28802761,Chr1_28802761
Chr1,28802822,Chr1_28802822
Chr1,28802863,Chr1_28802863
Chr1,28802929,Chr1_28802929
Chr1,28802942,Chr1_28802942
Chr1,28802957,Chr1_28802957
Chr1,28803044,Chr1_28803044
Chr1,28803151,Chr1_28803151
Chr1,28803284,Chr1_28803284
Chr1,28803863,Chr1_28803863
Chr1,291359553,Chr1_291359553
Chr1,291359477,Chr1_291359477
Chr1,291357773,Chr1_291357773
Chr1,291357765,Chr1_291357765
Chr1,291357420,Chr1_291357420
Chr1,291357348,Chr1_291357348
Chr1,291356893,Chr1_291356893
Chr1,291402543,Chr1_291402543
Chr1,291402658,Chr1_291402658
Chr1,291403010,Chr1_291403010
Chr1,291403112,Chr1_291403112
Chr1,291403353,Chr1_291403353
Chr1,291403393,Chr1_291403393
Chr1,291403545,Chr1_291403545
Chr1,291403584,Chr1_291403584
Chr1,291403727,Chr1_291403727
Chr1,291403775,Chr1_291403775
Chr1,291472491,Chr1_291472491
Chr1,291472568,Chr1_291472568
Chr1,291473453,Chr1_291473453
Chr1,291475201,Chr1_291475201
Chr1,291480140,Chr1_291480140
Chr1,291480803,Chr1_291480803
Chr1,291480852,Chr1_291480852
Chr1,291554023,Chr1_291554023
Chr1,291554972,Chr1_291554972
Chr1,291555214,Chr1_291555214
Chr1,291605442,Chr1_291605442
Chr1,291607619,Chr1_291607619
Chr1,291608381,Chr1_291608381
Chr1,291609841,Chr1_291609841
Chr1,291610030,Chr1_291610030
Chr1,291610154,Chr1_291610154
Chr1,291663009,Chr1_291663009
Chr1,291663372,Chr1_291663372
Chr1,291663641,Chr1_291663641
Chr1,291663716,Chr1_291663716
Chr1,291663756,Chr1_291663756
Chr1,291664461,Chr1_291664461
Chr1,291665049,Chr1_291665049
Chr1,291666062,Chr1_291666062
Chr1,291666774,Chr1_291666774
Chr1,291667074,Chr1_291667074
Chr1,291667415,Chr1_291667415
